EstablishmentID,InspectionID,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,Latitude,Longitude,InspectionDate,Score,Grade,NameSearch,Intersection
67837,824227,READY TO LEARN, ,1037 E BURNETT AVE,,LOUISVILLE,KY,40217,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.223,-85.739,6/25/2012 0:00,92,A,READYTOLEARN,
67845,856514,CALIFORNIA PIZZA KITCHEN, ,7900 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE,38.246929,-85.608147,10/16/2012 0:00,98,A,CALIFORNIAPIZZAKITCHEN,
67846,834411,STARBUCKS #2633, ,9036 TAYLORSVILLE RD,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2144,-85.5914,7/30/2012 0:00,98,A,STARBUCKS,
67850,826624,GRAETER'S ICE CREAM #5, ,6509 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1518,-85.5877,7/2/2012 0:00,100,A,GRAETERSICECREAM,
67851,826151,COURTYARD AT MARRIOTT, ,819 PHILLIPS LN,,LOUISVILLE,KY,40209,FOOD SERVICE,38.192,-85.7427,6/28/2012 0:00,92,A,COURTYARDATMARRIOTT,
67852,834067,THORNTONS #21, ,2700 FERN VALLEY RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1567,-85.7156,7/26/2012 0:00,98,A,THORNTONS,
68050,830290,THURMAN-HUTCHINS CONCESSION, ,3228 RIVER ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2838,-85.6946,7/16/2012 0:00,100,A,THURMANHUTCHINSCONCESSION,
68056,861492,CAMPION HOUSE, ,1238 S. 3RD STREET,,LOUISVILLE,KY,40203,HOME (FULL BREAKFAST),38.2335,-85.7593,11/1/2012 0:00,100,,CAMPIONHOUSE,
68057,820864,SPEEDWAY #8132, ,2300 BROWNSBORO ROAD,,LOUISVILLE,KY,40207,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2582,-85.7032,6/14/2012 0:00,88,A,SPEEDWAY,
68059,824858,WAL-MART SUPERCENTER #3294, ,7101 CEDAR SPRINGS BLVD,,LOUISVILLE,KY,40291,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1427,-85.5872,6/26/2012 0:00,98,A,WALMARTSUPERCENTER,
68063,810108,PIZZA HUT #014321, ,3610 SPRINGHURST BLVD,,LOUISVILLE,KY,40241,FOOD SERVICE,38.2997,-85.5606,5/10/2012 0:00,100,A,PIZZAHUT,
68064,891153,BIG LOTS #1686, ,6201 PRESTON HIGHWAY,,LOUISVILLE,KY,40219,SUPERMARKET WITH PROCESSING,38.1612,-85.6961,3/6/2013 0:00,100,,BIGLOTS,
68071,817820,SNOW TO GO, ,6405 GREENWOOD ROAD,,LOUISVILLE,KY,40258,MOBILE RESTRICTED CONCESSION,38.145,-85.8708,6/5/2012 0:00,96,A,SNOWTOGO,
68077,865341,DOLLAR TREE STORE #2213, ,11820 SHELBYVILLE ROAD,,LOUISVILLE,KY,40243,SUPERMARKET WITH PROCESSING,38.2464,-85.5381,11/19/2012 0:00,99,,DOLLARTREESTORE,
68099,823211,SLEEP INN AIRPORT, ,3330 PRESTON HWY,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1988,-85.7329,6/22/2012 0:00,80,C,SLEEPINNAIRPORT,
68100,858046,ALL ABOUT KIDS CARTWHEEL CAFE, ,2531 BLANKENBAKER PKWY,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2079,-85.5375,10/22/2012 0:00,100,A,ALLABOUTKIDSCARTWHEELCAFE,
68102,862192,LUNA'S ROTISSERIE, ,5213 PRESTON HIGHWAY,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1728,-85.7101,11/5/2012 0:00,96,A,LUNASROTISSERIE,
68285,832687,STONEY RIVER LEGENDARY STEAKS, ,3900 SUMMIT PLAZA DRIVE,,LOUISVILLE,KY,40241,FOOD SERVICE,38.3071,-85.5761,7/24/2012 0:00,88,C,STONEYRIVERLEGENDARYSTEAKS,
68286,828716,YMCA SAFE PLACE SERVICES, ,2400 CRITTENDEN DRIVE,,LOUISVILLE,KY,40217,FOOD SERVICE,38.2111,-85.7516,7/10/2012 0:00,98,A,YMCASAFEPLACESERVICES,
68287,850961,60 WEST MARTINI & BISTRO BAR, ,3939 SHELBYVILLE ROAD SUITE 103,,LOUISVILLE,KY,40207,FOOD SERVICE,38.253,-85.6534,9/26/2012 0:00,84,C,WESTMARTINIBISTROBAR,
68289,897667,DOLLAR GENERAL STORE #7924, ,2817 DEL RIO PLACE,,LOUISVILLE,KY,40220,SUPERMARKET WITH PROCESSING,38.2146,-85.6544,3/29/2013 0:00,95,,DOLLARGENERALSTORE,
68290,890868,DOLLAR GENERAL STORE#598, ,4744 BARDSTOWN ROAD,,LOUISVILLE,KY,40218,SUPERMARKET WITH PROCESSING,38.1776,-85.6241,3/5/2013 0:00,96,,DOLLARGENERALSTORE,
68291,887041,DOLLAR GENERAL STORE #538, ,11909 DIXIE HIGHWAY,,LOUISVILLE,KY,40272,SUPERMARKET WITH PROCESSING,38.0816,-85.8814,2/15/2013 0:00,97,,DOLLARGENERALSTORE,
68294,885329,DOLLAR GENERAL STORE #2571, ,8641 PRESTON HIGHWAY,,LOUISVILLE,KY,40219,SUPERMARKET WITH PROCESSING,38.1281,-85.6795,2/8/2013 0:00,97,,DOLLARGENERALSTORE,
68295,865346,DOLLAR GENERAL STORE #495, ,4443 CANE RUN ROAD,,LOUISVILLE,KY,40216,PRE-PACKAGED RETAIL,38.1963,-85.8396,11/19/2012 0:00,96,,DOLLARGENERALSTORE,
68296,819056,DOLLAR GENERAL STORE #3302, ,8519 TERRY ROAD,,LOUISVILLE,KY,40258,PRE-PACKAGED RETAIL,38.1301,-85.873,6/8/2012 0:00,97,,DOLLARGENERALSTORE,
68297,859311,DOLLAR GENERAL STORE #295, ,2625 ROCKFORD LANE,,LOUISVILLE,KY,40258,PRE-PACKAGED RETAIL,38.178361,-85.846979,10/22/2012 0:00,98,,DOLLARGENERALSTORE,
68298,817821,DOLLAR GENERAL STORE #8553, ,7005 GLOBAL DRIVE,,LOUISVILLE,KY,40258,PRE-PACKAGED RETAIL,38.1403,-85.8881,6/5/2012 0:00,96,,DOLLARGENERALSTORE,
68299,888271,THE COFFEE SHOPPE, ,11904 SHELBYVILLE ROAD,,LOUISVILLE,KY,40243,PRE-PACKAGED RETAIL,38.248,-85.5354,2/22/2013 0:00,100,A,THECOFFEESHOPPE,
68301,864198,AMERICAN VETS POST #61, ,9405 SMYRNA PARKWAY,,LOUISVILLE,KY,40229,FOOD SERVICE,38.1118,-85.645,11/14/2012 0:00,98,A,AMERICANVETSPOST,
68303,856502,BUECHEL PRE-SCHOOL, ,2118 OLD SHEPHERDSVILLE ROAD,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1966,-85.6611,10/16/2012 0:00,98,A,BUECHELPRESCHOOL,
68305,857585,SHORT STOP FOOD MART #32, ,4953 MANSLICK ROAD,,LOUISVILLE,KY,40216,PRE-PACKAGED RETAIL,38.1708,-85.7971,10/19/2012 0:00,96,,SHORTSTOPFOODMART,
68306,856017,PAPA JOHN'S PIZZA #200, ,2111 W. BROADWAY,,LOUISVILLE,KY,40210,FOOD SERVICE,38.2497,-85.787,10/15/2012 0:00,95,A,PAPAJOHNSPIZZA,
68307,867902,SAKURA BLUE, ,"4600 SHELBYVILLE ROAD, STE. 210",,LOUISVILLE,KY,40207,FOOD SERVICE,38.2506,-85.6314,11/29/2012 0:00,97,A,SAKURABLUE,
68329,840143,TARGET, ,3600 MALL ROAD,,LOUISVILLE,KY,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1984,-85.6706,8/22/2012 0:00,100,A,TARGET,
68331,857590,SOUTHSIDE CHRISTIAN CHILDCARE #13, ,5118 EUCLID AVENUE,,LOUISVILLE,KY,40272,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1191,-85.8585,10/19/2012 0:00,99,A,SOUTHSIDECHRISTIANCHILDCARE,
68433,824206,BOSANKA EKI INTERNATIONAL FOODS, ,5113 S. 3RD STREET,,LOUISVILLE,KY,40214,PRE-PACKAGED RETAIL,38.1725,-85.7674,6/25/2012 0:00,90,,BOSANKAEKIINTERNATIONALFOODS,
68437,871288,CVS #6217, ,9575 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40299,SUPERMARKET WITH PROCESSING,38.2059,-85.58,12/11/2012 0:00,100,,CVS,
68438,822344,HAWTHORN SUITES BY WYNDHAM, ,751 CYPRESS STATION DR,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2422,-85.6268,6/19/2012 0:00,97,A,HAWTHORNSUITESBYWYNDHAM,
68465,855274,KESWICK DEMOCRATIC CLUB, ,1127 LOGAN STREET,,LOUISVILLE,KY,40204,FOOD SERVICE,38.2343,-85.7396,10/13/2012 0:00,91,A,KESWICKDEMOCRATICCLUB,
68467,892814,JIMBO'S BAR-B-QUE, ,801 W. KENWOOD DRIVE,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1619,-85.7782,3/11/2013 0:00,98,,JIMBOSBARBQUE,
68545,863667,EMBASSY SUITES HOTEL, ,9940 CORPORATE CAMPUS DRIVE,,LOUISVILLE,KY,40223,FOOD SERVICE,38.2646,-85.5723,11/13/2012 0:00,98,A,EMBASSYSUITESHOTEL,
68546,858900,FAZOLI'S, ,11806 STANDIFORD PLAZA DRIVE,,LOUISVILLE,KY,40229,FOOD SERVICE,38.0918,-85.6679,10/19/2012 0:00,97,A,FAZOLIS,
68548,850973,MID AMERICAN SPORTS CENTER, ,1905 WATTERSON TRAIL,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2177,-85.5597,9/26/2012 0:00,99,A,MIDAMERICANSPORTSCENTER,
68549,827857,WENDY'S, ,3301 CANE RUN ROAD,,LOUISVILLE,KY,40211,FOOD SERVICE,38.224,-85.8093,7/6/2012 0:00,90,A,WENDYS,
68550,812866,DOMINO'S PIZZA #1424, ,812 EASTERN PARKWAY,,LOUISVILLE,KY,40217,FOOD SERVICE,38.2148,-85.7417,5/18/2012 0:00,97,A,DOMINOSPIZZA,
68592,824873,WHITE CASTLE #36, ,12006 DIXIE HIGHWAY,,LOUISVILLE,KY,40272,FOOD SERVICE,38.0811,-85.883,6/26/2012 0:00,96,A,WHITECASTLE,
68596,820023,CAFE JOKER, ,3912 BARDSTOWN ROAD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1946,-85.6526,6/12/2012 0:00,98,A,CAFEJOKER,
68655,843003,HIKES POINT CHILD CARE, ,3046 HUNSINGER LANE,,LOUISVILLE,KY,40220,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.217,-85.6242,8/28/2012 0:00,100,A,HIKESPOINTCHILDCARE,
68656,833154,LONGHORN STEAKHOUSE, ,2535 HURSTBOURNE GEM LANE,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2143,-85.5933,7/25/2012 0:00,96,A,LONGHORNSTEAKHOUSE,
68657,837564,GREAT HARVEST BREAD COMPANY, ,1225 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40222,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2276,-85.5766,8/9/2012 0:00,96,A,GREATHARVESTBREADCOMPANY,
68661,809421,BONEFISH GRILL, ,657 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40222,FOOD SERVICE,38.2378,-85.5756,5/8/2012 0:00,97,A,BONEFISHGRILL,
68711,823212,ARBY'S #7349, ,2804 CRITTENDEN DRIVE,,LOUISVILLE,KY,40209,FOOD SERVICE,38.2025,-85.7512,6/21/2012 0:00,100,A,ARBYS,
68712,894007,ASSUMPTION HIGH SCHOOL CONCESSIONS, ,2170 TYLER LANE,,LOUISVILLE,KY,40205,MOBILE RESTRICTED CONCESSION,38.2171,-85.6778,3/18/2013 0:00,100,,ASSUMPTIONHIGHSCHOOLCONCESSIONS,
68713,841786,PENN STATION EAST COAST SUBS, ,6525 BARDSTOWN ROAD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1513,-85.5874,8/27/2012 0:00,96,A,PENNSTATIONEASTCOASTSUBS,
68722,855275,ATHERTON BASKETBALL CONCESSIONS, ,3000 DUNDEE ROAD,,LOUISVILLE,KY,40205,MOBILE RESTRICTED CONCESSION,38.2141,-85.6878,10/12/2012 0:00,96,,ATHERTONBASKETBALLCONCESSIONS,
68725,896503,LAQUINTA INN & SUITES, ,4125 PRESTON HIGHWAY,,LOUISVILLE,KY,40213,RETAIL WITH LIMITED SERVICE,38.1926,-85.7279,3/27/2013 0:00,93,,LAQUINTAINNSUITES,
68731,855276,ATHERTON FOOTBALL CONCESSION, ,3000 DUNDEE ROAD,,LOUISVILLE,KY,40205,MOBILE RESTRICTED CONCESSION,38.2141,-85.6878,10/12/2012 0:00,92,,ATHERTONFOOTBALLCONCESSION,
68738,824877,DEALS #3355, ,5016 MUD LANE-SUITE 102,,LOUISVILLE,KY,40229,SUPERMARKET WITH PROCESSING,38.0916,-85.6699,6/26/2012 0:00,98,,DEALS,
68838,862217,SUBWAY, ,4801 OUTER LOOP - B400,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1415,-85.6708,11/6/2012 0:00,100,A,SUBWAY,
68843,873243,DOLLAR TREE #2410, ,9206 WESTPORT ROAD,,LOUISVILLE,KY,40242,PRE-PACKAGED RETAIL,38.2835,-85.5807,12/18/2012 0:00,91,,DOLLARTREE,
68879,876492,SUPER STOP FOOD MART, ,7303 PRESTON HIGHWAY,,LOUISVILLE,KY,40219,PRE-PACKAGED RETAIL,38.1464,-85.6906,11/21/2012 0:00,94,A,SUPERSTOPFOODMART,
68881,840138,CITY CAFE, ,1250 BARDSTOWN ROAD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2348,-85.7178,8/16/2012 0:00,98,A,CITYCAFE,
68892,845786,BUFFALO WILD WINGS, ,3584 SPRINGHURST BLVD,,LOUISVILLE,KY,40241,FOOD SERVICE,38.2986,-85.5616,9/11/2012 0:00,97,A,BUFFALOWILDWINGS,
68894,851534,MALCOLM B. CHANCEY ELEMENTARY, ,4301 MURPHY LANE,,LOUISVILLE,KY,40241,SCHOOL CAFETERIA OR FOOD SERVICE,38.307,-85.5352,9/28/2012 0:00,96,A,MALCOLMBCHANCEYELEMENTARY,
69071,835722,DOMINO'S PIZZA #1433, ,5400 PRESTON HIGHWAY-SUITE E,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1705,-85.709,7/19/2012 0:00,96,A,DOMINOSPIZZA,
69072,827051,AUNTIE ANNE'S, ,4801 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1415,-85.6708,7/3/2012 0:00,97,A,AUNTIEANNES,
69075,841178,COOLBAKER'S, ,327 WEST BROADWAY,,LOUISVILLE,KY,40203,CATERERS,38.2467,-85.758,8/23/2012 0:00,98,A,COOLBAKERS,
69076,864175,JENNY CRAIG WEIGHT LOSS CENTER, ,2213 HOLIDAY MANOR,,LOUISVILLE,KY,40222,SUPERMARKET WITH PROCESSING,38.2842,-85.631,11/15/2012 0:00,100,,JENNYCRAIGWEIGHTLOSSCENTER,
69082,817813,HOLY FAMILY - SAFFIN CENTER, ,3934 POPLAR LEVEL ROAD,,LOUISVILLE,KY,40213,FOOD SERVICE,38.2018,-85.7105,6/5/2012 0:00,91,A,HOLYFAMILYSAFFINCENTER,
69192,822665,ARDEN COURTS, ,10451 LINN STATION ROAD,,LOUISVILLE,KY,40223,FOOD SERVICE (HOSPITAL / NURSING HOME,38.2258,-85.5619,6/14/2012 0:00,98,A,ARDENCOURTS,
69211,856019,ROSEHAVEN, ,2252 PAYNE STREET,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,38.2519,-85.7037,10/15/2012 0:00,97,A,ROSEHAVEN,
69236,820024,CORNER DELI, ,3912 -B BARDSTOWN ROAD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1946,-85.6526,6/12/2012 0:00,99,A,CORNERDELI,
69245,810921,STEVE'S BAR & GRILL, ,1670 S. 17TH STREET,,LOUISVILLE,KY,40210,FOOD SERVICE,38.2265,-85.7851,5/14/2012 0:00,95,A,STEVESBARGRILL,
69324,870042,BOB EVANS #437, ,11800 STANDIFORD PLAZA DRIVE,,LOUISVILLE,KY,40229,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.0921,-85.6679,11/30/2012 0:00,94,A,BOBEVANS,
69328,814031,FAT JIMMY'S, ,2208 BARDSTOWN ROAD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2242,-85.6935,5/23/2012 0:00,92,A,FATJIMMYS,
69329,865940,BRAVO CUCINO ITALIAN, ,206 BULLITT LANE,,LOUISVILLE,KY,40222,FOOD SERVICE,38.2475,-85.6168,11/20/2012 0:00,95,A,BRAVOCUCINOITALIAN,
69330,870815,MARSHALLS STORE #462, ,6801 DIXIE HIGHWAY,,LOUISVILLE,KY,40258,PRE-PACKAGED RETAIL,38.1506,-85.8368,12/7/2012 0:00,100,,MARSHALLSSTORE,
69467,856742,NORTH END CAFE, ,1722 FRANKFORT AVENUE,,LOUISVILLE,KY,40206,FOOD SERVICE,38.2572,-85.7186,10/16/2012 0:00,95,A,NORTHENDCAFE,
69469,833612,KAYFIELD ACADEMY II, ,2050 NELSON MILLER PARKWAY,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.275,-85.5081,7/26/2012 0:00,99,A,KAYFIELDACADEMYII,
69470,836770,JERSEY MIKE'S SUBS, ,10266 SHELBYVILLE ROAD,,LOUISVILLE,KY,40223,FOOD SERVICE,38.245,-85.5642,8/6/2012 0:00,98,A,JERSEYMIKESSUBS,
69474,828709,EXPRESSIONS OF YOU COFFEEHOUSE AND GALLERY, ,1800-A W. MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE,38.2536,-85.7808,7/10/2012 0:00,96,A,EXPRESSIONSOFYOUCOFFEEHOUSEANDGALLERY,
69478,814037,CROSBY PARK CONCESSION, ,219 MADISON AVENUE,,LOUISVILLE,KY,40253,FOOD SERVICE,38.2512,-85.5405,5/23/2012 0:00,97,A,CROSBYPARKCONCESSION,
69480,827046,WENDY'S, ,2800 PACKERLAND WAY,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1562,-85.7138,7/3/2012 0:00,100,A,WENDYS,
69483,834763,BRISTOL BAR & GRILL, ,614 W MAIN STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2567,-85.7607,7/31/2012 0:00,98,A,BRISTOLBARGRILL,
69484,821699,CUNNINGHAM'S, ,630 S. 4TH STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.248,-85.7582,6/18/2012 0:00,90,A,CUNNINGHAMS,
69759,833616,KFC/LONG JOHN SILVERS, ,12206 SHELBYVILLE ROAD,,LOUISVILLE,KY,40243,FOOD SERVICE,38.2469,-85.5285,7/26/2012 0:00,100,A,KFCLONGJOHNSILVERS,
69762,860288,HOME OF THE INNOCENTS, ,1100 E. MARKET STREET,,LOUISVILLE,KY,40204,FOOD SERVICE,38.2524,-85.7305,10/29/2012 0:00,100,A,HOMEOFTHEINNOCENTS,
69764,857173,EL NOPAL, ,11336 PRESTON HIGHWAY,,LOUISVILLE,KY,40229,FOOD SERVICE,38.084,-85.6702,10/18/2012 0:00,83,C,ELNOPAL,
69766,887590,BOMBAY INTERNATIONAL, ,1591 BARDSTOWN ROAD,,LOUISVILLE,KY,40205,PRE-PACKAGED RETAIL,38.231,-85.7042,2/15/2013 0:00,97,,BOMBAYINTERNATIONAL,
69770,843004,WAFFLE HOUSE #1568, ,4029 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2200778,-85.6232917,8/28/2012 0:00,89,C,WAFFLEHOUSE,
69772,834396,DOLLAR TREE #2307, ,5622 -B BARDSTOWN ROAD,,LOUISVILLE,KY,40291,SUPERMARKET WITH PROCESSING,38.1631,-85.5988,7/30/2012 0:00,100,,DOLLARTREE,
69776,886429,BIG LOTS #1750, ,9070 DIXIE HIGHWAY,,LOUISVILLE,KY,40258,PRE-PACKAGED RETAIL,38.1240157,-85.8535865,2/13/2013 0:00,100,,BIGLOTS,
69777,809765,NEIGHBORHOOD HOUSE, ,201 N. 25TH STREET,,LOUISVILLE,KY,40212,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2619,-85.7909,5/9/2012 0:00,99,A,NEIGHBORHOODHOUSE,
69778,852957,SAFIER'S MEDITERRANEAN DELI, ,641 S. 4TH STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2476598,-85.7579979,10/3/2012 0:00,95,A,SAFIERSMEDITERRANEANDELI,
69780,862640,LA SIERRA TARASCA GROCERY, ,6501 SHEPERDSVILLE ROAD SUITE 101,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.155,-85.6592,11/7/2012 0:00,97,A,LASIERRATARASCAGROCERY,
69809,842998,EL NOPAL, ,5444 NEW CUT ROAD,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1476,-85.7762,8/30/2012 0:00,95,A,ELNOPAL,
69814,852644,AMICI, ,316 W. ORMSBY AVENUE,,LOUISVILLE,KY,40203,FOOD SERVICE,38.2326,-85.7598,10/2/2012 0:00,96,A,AMICI,
69816,842977,VIETNAM ORIENTAL FOOD MARKET, ,5019 S. 3RD STREET,,LOUISVILLE,KY,40214,SUPERMARKET WITH PROCESSING,38.1735,-85.767,8/30/2012 0:00,90,,VIETNAMORIENTALFOODMARKET,
69841,810109,CHEDDARS CASUAL CAFE, ,10403 WESTPORT ROAD,,LOUISVILLE,KY,40241,FOOD SERVICE,38.2943,-85.5589,5/10/2012 0:00,98,A,CHEDDARSCASUALCAFE,
69843,813247,QUIZNO'S SUB #3620, ,332 WEST BROADWAY,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2457,-85.7582,5/21/2012 0:00,98,A,QUIZNOSSUB,
69851,877116,WALGREENS #7064, ,9409 SHELBYVILLE ROAD,,LOUISVILLE,KY,40222,SUPERMARKET WITH PROCESSING,38.2472,-85.5782,1/3/2013 0:00,100,,WALGREENS,
69997,811766,ELF DAY CAFE, ,2930 BRECKENRIDGE LANE,,LOUISVILLE,KY,40220,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2233,-85.6338,5/15/2012 0:00,100,A,ELFDAYCAFE,
69999,814663,PENN STATION #8, ,2017 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2168,-85.587,5/25/2012 0:00,98,A,PENNSTATION,
70005,813257,K.F.C., ,1801 BLANKENBAKER PARKWAY,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2166,-85.5381,5/21/2012 0:00,99,A,KFC,
70007,826547,TUESDAY MORNING #171, ,9906 LINN STATION ROAD,,LOUISVILLE,KY,40223,SUPERMARKET WITH PROCESSING,38.2255,-85.5753,6/27/2012 0:00,100,A,TUESDAYMORNING,
70009,838569,CRACKER BARREL OLD COUNTRY STORE #522, ,10150 BROOKRIDGE VILLAGE BLVD,,LOUISVILLE,KY,40291,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1445,-85.5837,8/14/2012 0:00,88,C,CRACKERBARRELOLDCOUNTRYSTORE,
70044,880462,THE MATTINGLY CENTER, ,1520 BAXTER AVENUE,,LOUISVILLE,KY,40205,MOBILE RESTRICTED CONCESSION,38.2279,-85.7151,1/18/2013 0:00,100,A,THEMATTINGLYCENTER,
70057,826633,SINCERELY YOURS CATERING, ,"1515 CYPRESS STREET, STE. #207",,LOUISVILLE,KY,40211,FOOD SERVICE,38.229639,-85.797962,7/2/2012 0:00,95,A,SINCERELYYOURSCATERING,
70061,866373,MS. PAM & PATTY'S KIDDIE DAYCARE, ,4603 E. MANSLICK ROAD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1185,-85.6764,11/20/2012 0:00,96,,MSPAMPATTYSKIDDIEDAYCARE,
70063,829844,PIZZA HUT EXPRESS/TARGET, ,7311 JEFFERSON BLVD,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1461,-85.6731,7/13/2012 0:00,100,A,PIZZAHUTEXPRESSTARGET,
70064,863005,OUTER LOOP SHELL, ,7845 PRESTON HIGHWAY,,LOUISVILLE,KY,40219,SUPERMARKET WITH PROCESSING,38.1388,-85.6861,11/7/2012 0:00,93,,OUTERLOOPSHELL,
70155,810101,HONG KONG FAST FOOD, ,5312 S. 3RD STREET-SUITE 102,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1708,-85.7686,5/10/2012 0:00,93,A,HONGKONGFASTFOOD,
70156,866385,HICKORY FARMS #17331, ,7900 SHELBYVILLE ROAD,,LOUISVILLE,KY,40222,PRE-PACKAGED RETAIL,38.2469,-85.6105,11/20/2012 0:00,98,,HICKORYFARMS,
70164,827402,HILTON GARDEN INN, ,2735 CRITTENDEN DRIVE,,LOUISVILLE,KY,40209,FOOD SERVICE,38.2034,-85.7494,7/5/2012 0:00,93,A,HILTONGARDENINN,
70326,833620,EL-SHADDAI CHRISTIAN CHILDCARE CENTER II, ,1340 BERRY BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.196,-85.785,7/25/2012 0:00,93,A,ELSHADDAICHRISTIANCHILDCARECENTERII,
70331,867558,CHOI'S ASIAN FOOD MARKET, ,607 LYNDON LANE,,LOUISVILLE,KY,40222,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2597,-85.604,11/28/2012 0:00,99,A,CHOISASIANFOODMARKET,
70333,835729,YANG KEE NOODLE, ,7900 SHELBYVILLE ROAD-STE. 018,,LOUISVILLE,KY,40222,FOOD SERVICE,38.2469,-85.6105,7/19/2012 0:00,98,A,YANGKEENOODLE,
70383,880093,STRAUS, ,"101 S. 5TH STREET, SUITE 111",,LOUISVILLE,KY,40202,SUPERMARKET WITH PROCESSING,38.2562,-85.7579,1/17/2013 0:00,100,,STRAUS,
70386,832351,HIGHVIEW CHILDRENS ACADEMY, ,7406 FEGENBUSH LANE,,LOUISVILLE,KY,40228,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1424,-85.6233,7/23/2012 0:00,89,C,HIGHVIEWCHILDRENSACADEMY,
70433,851551,MOE'S SOUTHWEST GRILL, ,2001 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2169,-85.5867,9/27/2012 0:00,99,A,MOESSOUTHWESTGRILL,
70508,814058,CAFFE CLASSICO, ,2144 FRANKFORT AVENUE,,LOUISVILLE,KY,40206,FOOD SERVICE,38.2534,-85.7063,5/23/2012 0:00,95,A,CAFFECLASSICO,
70513,864211,LIMESTONE RESTAUARANT, ,10001 FOREST GREEN BLVD,,LOUISVILLE,KY,40223,FOOD SERVICE,38.2634,-85.5718,11/14/2012 0:00,95,A,LIMESTONERESTAUARANT,
70514,812863,ICE CREAM CONCEPTS, ,401 MACLEAN AVENUE,,LOUISVILLE,KY,40209,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1754,-85.7526,5/18/2012 0:00,93,A,ICECREAMCONCEPTS,
70515,813262,YACHING'S, ,105 S. 4TH STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2561,-85.7563,5/21/2012 0:00,95,A,YACHINGS,
